,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
2354,"WORTHINGTON Chili, unprepared, canned",100 g,126,4.5g,0.7g,0,453.00 mg,0,0,0,0.900 mg,0.100 mg,0.100 mg,0.100 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.70 mcg,0.300 mg,0.0 mg,0,0,0,0,18.00 mg,0,1.60 mg,0,0,77.00 mg,161.00 mg,0,0.80 mg,10.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.90 g,3.4 g,1.30 g,0,0,0,0,0,0,4.50 g,0.700 g,0.900 g,2.900 g,0.00 mg,0,1.70 g,0,0,72.80 g
2355,"Broccoli, unprepared, chopped, frozen",100 g,26,0.3g,,0,24.00 mg,14.9 mg,67.00 mcg,0.00 mcg,0.470 mg,0.279 mg,0.096 mg,0.053 mg,1034.00 IU,52.00 mcg,20.00 mcg,610.00 mcg,1.00 mcg,1120.00 mcg,0,0.00 mcg,0.130 mg,56.4 mg,0.00 IU,1.22 mg,1.22 mg,81.1 mcg,56.00 mg,0.038 mg,0.81 mg,18.00 mg,0.294 mg,50.00 mg,212.00 mg,2.8 mcg,0.48 mg,2.81 g,0.118 g,0.146 g,0.214 g,0.020 g,0.377 g,0.095 g,0.050 g,0,0.109 g,0.131 g,0.141 g,0.034 g,0.085 g,0.115 g,0.100 g,0.091 g,0.029 g,0.063 g,0.128 g,4.78 g,3.0 g,1.35 g,0.83 g,0,0.75 g,0,0,0,0.29 g,0.044 g,0.020 g,0.136 g,0.00 mg,0.0 g,0.66 g,0.00 mg,0.00 mg,91.46 g
2356,"Vitasoy USA Organic Nasoya, Soft Tofu",100 g,70,3.5g,0.5g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74 g,0.6 g,0.30 g,0,0,0,0,0,0,3.50 g,0.500 g,0.700 g,2.300 g,0.00 mg,0,1.20 g,0,0,85.80 g
2357,"Beef, raw, separable fat, retail cuts",100 g,674,71g,29g,99mg,26.00 mg,0,0.00 mcg,0.00 mcg,1.437 mg,0.163 mg,0.037 mg,0.030 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.73 mcg,0.108 mg,0.0 mg,11.00 IU,0.00 mg,0.00 mg,3.4 mcg,26.00 mg,0.028 mg,0.72 mg,5.00 mg,0.000 mg,61.00 mg,96.00 mg,6.6 mcg,0.82 mg,8.21 g,0.499 g,0.531 g,0.748 g,0.106 g,1.233 g,0.500 g,0.262 g,0.086 g,0.374 g,0.653 g,0.694 g,0.214 g,0.324 g,0.391 g,0.323 g,0.328 g,0.054 g,0.262 g,0.407 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,70.89 g,29.450 g,30.940 g,2.560 g,99.00 mg,0.0 g,0.28 g,0.00 mg,0.00 mg,20.21 g
2358,"Tortilla chips, salted, plain, yellow",100 g,497,22g,2.8g,0,310.00 mg,19.1 mg,22.00 mcg,0.00 mcg,1.498 mg,0.411 mg,0.043 mg,0.130 mg,158.00 IU,8.00 mcg,56.00 mcg,39.00 mcg,57.00 mcg,1198.00 mcg,0,0.00 mcg,0.202 mg,0.0 mg,0.00 IU,2.97 mg,2.97 mg,0.6 mcg,104.00 mg,0.105 mg,1.32 mg,84.00 mg,0.357 mg,234.00 mg,206.00 mg,8.4 mcg,1.46 mg,6.62 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.38 g,4.7 g,1.21 g,0.16 g,0.00 g,0.16 g,0.00 g,0.00 g,0.89 g,22.33 g,2.776 g,8.584 g,9.179 g,0.00 mg,0.0 g,1.73 g,0.00 mg,0.00 mg,1.94 g
2359,"Cookies, chocolate wafer, gluten-free",100 g,541,30g,15g,0,122.00 mg,0,0,0,0,0.430 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.00 mg,0.259 mg,3.67 mg,41.00 mg,0.411 mg,144.00 mg,340.00 mg,0,0.78 mg,4.06 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.82 g,1.6 g,40.99 g,0.00 g,0.00 g,0.00 g,3.92 g,0.00 g,37.07 g,30.42 g,15.299 g,9.462 g,2.274 g,0,0,1.33 g,0,0,1.37 g
2360,"Pineapple, traditional varieties, raw",100 g,45,0.1g,,0,1.00 mg,5.6 mg,11.00 mcg,0,0.470 mg,0.193 mg,0.029 mg,0.078 mg,52.00 IU,3.00 mcg,0.00 mcg,31.00 mcg,0.00 mcg,0.00 mcg,0,0,0.106 mg,16.9 mg,0.00 IU,0,0,0.7 mcg,13.00 mg,0.081 mg,0.25 mg,12.00 mg,1.593 mg,9.00 mg,125.00 mg,0.0 mcg,0.08 mg,0.55 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.82 g,0,8.29 g,1.94 g,0.00 g,1.76 g,0.00 g,0.00 g,4.59 g,0.13 g,0,0,0,0,0,0.27 g,0,0,87.24 g
2361,"Apples, with skin, red delicious, raw",100 g,59,0.2g,,0,1.00 mg,3.4 mg,3.00 mcg,0,0.075 mg,0.051 mg,0.025 mg,0.015 mg,55.00 IU,3.00 mcg,0.00 mcg,27.00 mcg,12.00 mcg,31.00 mcg,0,0,0.034 mg,0,0,0.24 mg,0.24 mg,2.6 mcg,6.00 mg,0.027 mg,0.11 mg,5.00 mg,0.034 mg,12.00 mg,104.00 mg,0.0 mcg,0.04 mg,0.27 g,0.012 g,0.006 g,0.073 g,0.001 g,0.026 g,0.009 g,0.005 g,0,0.006 g,0.013 g,0.013 g,0.001 g,0.007 g,0.006 g,0.011 g,0.006 g,0.001 g,0.001 g,0.012 g,14.06 g,2.3 g,10.48 g,5.90 g,0.00 g,2.71 g,0.00 g,0.00 g,1.86 g,0.20 g,0,0,0,0,0,0.14 g,0,0,85.33 g
2362,"Peas, raw, mature seeds, split, green",100 g,352,1.2g,0.2g,0,15.00 mg,95.5 mg,274.00 mcg,0.00 mcg,2.889 mg,1.758 mg,0.215 mg,0.726 mg,149.00 IU,7.00 mcg,0.00 mcg,89.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.174 mg,1.8 mg,0.00 IU,0.09 mg,0.09 mg,14.5 mcg,37.00 mg,0.815 mg,4.82 mg,49.00 mg,1.220 mg,321.00 mg,823.00 mg,4.1 mcg,3.55 mg,23.82 g,1.080 g,2.188 g,2.896 g,0.373 g,4.196 g,1.092 g,0.597 g,0,1.014 g,1.760 g,1.772 g,0.251 g,1.132 g,1.014 g,1.080 g,0.872 g,0.275 g,0.711 g,1.159 g,63.74 g,25.5 g,8.00 g,0,0,0,0,0,0,1.16 g,0.161 g,0.242 g,0.495 g,0.00 mg,0.0 g,2.66 g,0.00 mg,0.00 mg,8.62 g
2363,"Babyfood, junior, beef noodle, dinner",100 g,57,1.9g,0.8g,8mg,26.00 mg,12.1 mg,12.00 mcg,7.00 mcg,0.582 mg,0.230 mg,0.036 mg,0.028 mg,656.00 IU,33.00 mcg,146.00 mcg,320.00 mcg,0.00 mcg,163.00 mcg,0,0.10 mcg,0.031 mg,1.4 mg,1.00 IU,0.47 mg,0.47 mg,4.6 mcg,8.00 mg,0.032 mg,0.43 mg,7.00 mg,0,30.00 mg,46.00 mg,5.7 mcg,0.40 mg,2.50 g,0.149 g,0.157 g,0.220 g,0.029 g,0.517 g,0.153 g,0.074 g,0,0.138 g,0.208 g,0.185 g,0.053 g,0.117 g,0.186 g,0.098 g,0.099 g,0.027 g,0.093 g,0.132 g,7.30 g,1.1 g,1.45 g,0,0,0,0,0,0,1.90 g,0.766 g,0.838 g,0.094 g,8.00 mg,0.0 g,0.50 g,0.00 mg,0.00 mg,87.80 g
2364,"Beans, raw, mature seeds, small white",100 g,336,1.2g,0.3g,0,12.00 mg,0,386.00 mcg,0.00 mcg,1.342 mg,0.729 mg,0.207 mg,0.743 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.439 mg,0.0 mg,0.00 IU,0,0,0,173.00 mg,0.635 mg,7.73 mg,183.00 mg,1.278 mg,445.00 mg,1542.00 mg,12.8 mcg,2.81 mg,21.11 g,0.885 g,1.307 g,2.553 g,0.230 g,3.218 g,0.824 g,0.588 g,0,0.932 g,1.685 g,1.449 g,0.317 g,1.141 g,0.895 g,1.148 g,0.888 g,0.250 g,0.594 g,1.104 g,62.25 g,24.9 g,0,0,0,0,0,0,0,1.18 g,0.304 g,0.102 g,0.507 g,0.00 mg,0,3.75 g,0,0,11.71 g
2365,"Beerwurst, pork and beef, beer salami",100 g,277,23g,8.4g,62mg,881.00 mg,67.1 mg,5.00 mcg,0.00 mcg,2.975 mg,0.297 mg,0.173 mg,0.246 mg,10.00 IU,3.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.16 mcg,0.230 mg,0.6 mg,36.00 IU,0.19 mg,0.19 mg,1.3 mcg,27.00 mg,0.103 mg,1.73 mg,19.00 mg,0.155 mg,135.00 mg,244.00 mg,17.4 mcg,2.21 mg,14.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76 g,0.9 g,0.00 g,0,0,0,0,0,0,22.53 g,8.438 g,10.105 g,2.080 g,62.00 mg,0.0 g,2.50 g,0.00 mg,0.00 mg,56.71 g
2366,"Rhubarb, leaves (Alaska Native), wild",100 g,61,0.5g,,0,0,0,0,0,0.100 mg,0,0,0.100 mg,4480.00 IU,0,0,0,0,0,0,0,0,33.0 mg,0,0,0,0,0,0,0,0,0,87.00 mg,0,0,0,4.20 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90 g,0,0,0,0,0,0,0,0,0.50 g,0,0,0,0,0,1.90 g,0,0,83.50 g
2367,"Beverages, caffeine free, cola, ZEVIA",100 g,0,0g,,0,6.00 mg,0.0 mg,0.00 mcg,0.00 mcg,0.000 mg,0,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13 g,0.0 g,0.00 g,0,0,0,0,0,0,0.00 g,0.000 g,0.000 g,0.000 g,0.00 mg,0.0 g,0.01 g,0.00 mg,0.00 mg,98.87 g
2368,"Fish, dry heat, cooked, walleye, pike",100 g,119,1.6g,0.3g,110mg,65.00 mg,0,17.00 mcg,0.00 mcg,2.801 mg,0.865 mg,0.195 mg,0.312 mg,81.00 IU,24.00 mcg,0,0,0,0,0,2.31 mcg,0.138 mg,0.0 mg,0,0,0,0,141.00 mg,0.228 mg,1.67 mg,38.00 mg,1.026 mg,269.00 mg,499.00 mg,16.2 mcg,0.79 mg,24.54 g,1.484 g,1.468 g,2.513 g,0.263 g,3.663 g,1.178 g,0.722 g,0,1.131 g,1.994 g,2.254 g,0.726 g,0.958 g,0.868 g,1.001 g,1.076 g,0.275 g,0.828 g,1.264 g,0.00 g,0.0 g,0,0,0,0,0,0,0,1.56 g,0.319 g,0.377 g,0.573 g,110.00 mg,0,1.54 g,0,0,73.47 g
2369,"USDA Commodity, smooth, Peanut Butter",100 g,588,50g,9.5g,0,476.00 mg,65.7 mg,35.00 mcg,0.00 mcg,13.160 mg,1.044 mg,0.105 mg,0.107 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.551 mg,0.0 mg,0.00 IU,5.94 mg,5.94 mg,0.0 mcg,54.00 mg,0.571 mg,2.16 mg,179.00 mg,1.361 mg,335.00 mg,592.00 mg,40.4 mcg,2.67 mg,21.93 g,0.905 g,2.734 g,3.016 g,0.226 g,5.029 g,1.419 g,0.550 g,0,0.608 g,1.527 g,0.672 g,0.262 g,1.187 g,1.391 g,1.463 g,0.518 g,0.228 g,0.819 g,0.773 g,23.98 g,5.7 g,6.50 g,0.00 g,0.00 g,4.11 g,0.00 g,0.00 g,2.39 g,49.54 g,9.519 g,20.726 g,11.331 g,0.00 mg,0.0 g,3.00 g,0.00 mg,0.00 mg,1.55 g
2370,"Fish, dried and salted, Atlantic, cod",100 g,290,2.4g,0.5g,152mg,7027.00 mg,291.3 mg,25.00 mcg,0.00 mcg,7.500 mg,1.675 mg,0.240 mg,0.268 mg,140.00 IU,42.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,10.00 mcg,0.864 mg,3.5 mg,161.00 IU,2.84 mg,2.84 mg,0.4 mcg,160.00 mg,0.176 mg,2.50 mg,133.00 mg,0.050 mg,950.00 mg,1458.00 mg,147.8 mcg,1.59 mg,62.82 g,3.799 g,3.759 g,6.433 g,0.673 g,9.378 g,3.015 g,1.849 g,0,2.895 g,5.106 g,5.769 g,1.859 g,2.452 g,2.221 g,2.563 g,2.754 g,0.704 g,2.121 g,3.236 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,2.37 g,0.462 g,0.342 g,0.804 g,152.00 mg,0.0 g,18.67 g,0.00 mg,0.00 mg,16.14 g
2371,"Fish, dry heat, cooked, Atlantic, cod",100 g,105,0.9g,0.2g,55mg,78.00 mg,83.7 mg,8.00 mcg,0.00 mcg,2.513 mg,0.180 mg,0.079 mg,0.088 mg,47.00 IU,14.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.05 mcg,0.283 mg,1.0 mg,46.00 IU,0.81 mg,0.81 mg,0.1 mcg,14.00 mg,0.036 mg,0.49 mg,42.00 mg,0.020 mg,138.00 mg,244.00 mg,37.6 mcg,0.58 mg,22.83 g,1.381 g,1.366 g,2.338 g,0.245 g,3.408 g,1.096 g,0.672 g,0,1.052 g,1.856 g,2.097 g,0.676 g,0.891 g,0.807 g,0.932 g,1.001 g,0.256 g,0.771 g,1.176 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,0.86 g,0.168 g,0.124 g,0.292 g,55.00 mg,0.0 g,1.49 g,0.00 mg,0.00 mg,75.92 g
2372,"Fish, granular, black and red, caviar",100 g,264,18g,4.1g,588mg,1500.00 mg,490.9 mg,50.00 mcg,0.00 mcg,0.120 mg,3.500 mg,0.620 mg,0.190 mg,905.00 IU,271.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,648.00 mcg,0,20.00 mcg,0.320 mg,0.0 mg,117.00 IU,1.89 mg,1.89 mg,0.6 mcg,275.00 mg,0.110 mg,11.88 mg,300.00 mg,0.050 mg,356.00 mg,181.00 mg,65.5 mcg,0.95 mg,24.60 g,1.653 g,1.590 g,2.385 g,0.449 g,3.633 g,0.740 g,0.649 g,0,1.035 g,2.133 g,1.834 g,0.646 g,1.071 g,1.200 g,1.897 g,1.263 g,0.323 g,0.968 g,1.263 g,4.00 g,0.0 g,0.00 g,0,0,0,0,0,0,17.90 g,4.060 g,4.631 g,7.405 g,588.00 mg,0.0 g,6.50 g,0.00 mg,0.00 mg,47.50 g
2373,"Beverages, Cran Lemonade, OCEAN SPRAY",100 g,45,0g,,0,52.00 mg,0.4 mg,0,0,0.026 mg,0,0.000 mg,0.000 mg,25.00 IU,1.00 mcg,0.00 mcg,15.00 mcg,0.00 mcg,19.00 mcg,0,0.00 mcg,0.000 mg,32.6 mg,0.00 IU,0.00 mg,0.00 mg,0.1 mcg,2.00 mg,0.005 mg,0.03 mg,1.00 mg,0.017 mg,1.00 mg,10.00 mg,0.1 mcg,0.01 mg,0.07 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.12 g,0.6 g,10.40 g,1.10 g,0.00 g,1.10 g,0.00 g,0.00 g,8.20 g,0.00 g,0.001 g,0.001 g,0.001 g,0.00 mg,0.0 g,0.10 g,0.00 mg,0.00 mg,88.70 g
2374,"Snacks, unsalted, plain, potato chips",100 g,536,35g,11g,0,8.00 mg,37.5 mg,45.00 mcg,0.00 mcg,3.827 mg,0.402 mg,0.197 mg,0.167 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.660 mg,31.1 mg,0.00 IU,9.11 mg,9.11 mg,22.1 mcg,24.00 mg,0.306 mg,1.63 mg,67.00 mg,0.440 mg,165.00 mg,1275.00 mg,8.1 mcg,1.09 mg,7.00 g,0.214 g,0.321 g,1.706 g,0.089 g,1.170 g,0.207 g,0.153 g,0,0.283 g,0.419 g,0.424 g,0.110 g,0.310 g,0.251 g,0.303 g,0.253 g,0.108 g,0.259 g,0.392 g,52.90 g,4.8 g,0.22 g,0,0,0,0,0,0,34.60 g,10.960 g,9.840 g,12.170 g,0.00 mg,0.0 g,3.60 g,0.00 mg,0.00 mg,1.90 g
2375,"KEEBLER, Export Sodas Crackers, ZESTA",100 g,414,12g,2.3g,0,597.00 mg,0,145.00 mcg,0,5.100 mg,0,0.390 mg,0.620 mg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30 mg,0,0,0,0,0,0,5.60 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.00 g,3.3 g,2.30 g,0,0,0,0,0,0,11.50 g,2.330 g,3.600 g,1.070 g,0.00 mg,0,0,0,0,3.00 g
2376,"Babyfood, strained, banana no tapioca",100 g,91,0.2g,0.1g,0,2.00 mg,4.1 mg,17.00 mcg,0.00 mcg,0.540 mg,0,0.060 mg,0.020 mg,5.00 IU,0.00 mcg,2.00 mcg,2.00 mcg,0.00 mcg,20.00 mcg,0,0.00 mcg,0.260 mg,21.9 mg,0.00 IU,0.25 mg,0.25 mg,0.5 mcg,4.00 mg,0.040 mg,0.30 mg,26.00 mg,0,20.00 mg,290.00 mg,1.1 mcg,0.05 mg,1.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34 g,1.6 g,11.36 g,0,0,0,0,0,0,0.20 g,0.072 g,0.028 g,0.041 g,0.00 mg,0.0 g,0.76 g,0.00 mg,0.00 mg,76.70 g
2377,"USDA Commodity, canned, luncheon meat",100 g,189,13g,3.9g,78mg,820.00 mg,63.9 mg,0.00 mcg,0.00 mcg,5.225 mg,0.613 mg,0.213 mg,0.128 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.92 mcg,0.272 mg,0.0 mg,0,0.16 mg,0.16 mg,0.0 mcg,5.00 mg,0.030 mg,0.97 mg,18.00 mg,0.037 mg,170.00 mg,300.00 mg,38.3 mcg,2.15 mg,17.50 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04 g,0.0 g,0.00 g,0,0,0,0,0,0,12.77 g,3.944 g,5.685 g,1.565 g,78.00 mg,0.0 g,2.82 g,0.00 mg,0.00 mg,65.87 g
2378,"Restaurant, kung pao chicken, Chinese",100 g,129,7g,1.4g,26mg,402.00 mg,37.4 mg,16.00 mcg,0.00 mcg,2.757 mg,0.500 mg,0.055 mg,0.032 mg,1299.00 IU,65.00 mcg,341.00 mcg,601.00 mcg,16.00 mcg,226.00 mcg,0,0.11 mcg,0.243 mg,7.1 mg,0.00 IU,1.02 mg,1.02 mg,13.6 mcg,20.00 mg,0.073 mg,0.76 mg,24.00 mg,0.256 mg,94.00 mg,218.00 mg,8.1 mcg,0.74 mg,9.76 g,0.573 g,0.640 g,0.967 g,0.105 g,1.783 g,0.396 g,0.265 g,0,0.431 g,0.775 g,0.449 g,0.240 g,0.402 g,0.341 g,0.395 g,0.407 g,0.118 g,0.347 g,0.470 g,6.87 g,1.5 g,3.03 g,0.54 g,0.00 g,0.63 g,0.00 g,0.00 g,1.86 g,6.98 g,1.352 g,2.173 g,3.020 g,26.00 mg,0.0 g,1.61 g,0.00 mg,0.00 mg,74.78 g
2379,"Potatoes, raw, flesh and skin, russet",100 g,79,0.1g,,0,5.00 mg,12.6 mg,14.00 mcg,0.00 mcg,1.035 mg,0.301 mg,0.033 mg,0.082 mg,1.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,5.00 mcg,0,0.00 mcg,0.345 mg,5.7 mg,0.00 IU,0.01 mg,0.01 mg,1.8 mcg,13.00 mg,0.103 mg,0.86 mg,23.00 mg,0.157 mg,55.00 mg,417.00 mg,0.4 mcg,0.29 mg,2.14 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.07 g,1.3 g,0.62 g,0.23 g,0.00 g,0.25 g,0.00 g,0.00 g,0.13 g,0.08 g,0.026 g,0.002 g,0.043 g,0.00 mg,0,1.13 g,0.00 mg,0.00 mg,78.58 g
2380,"Cauliflower, with salt, cooked, green",100 g,32,0.3g,,0,259.00 mg,0,41.00 mcg,0.00 mcg,0.681 mg,0.681 mg,0.100 mg,0.070 mg,141.00 IU,7.00 mcg,0,0,0,0,0,0.00 mcg,0.206 mg,72.6 mg,0.00 IU,0,0,0,32.00 mg,0.040 mg,0.72 mg,19.00 mg,0.242 mg,57.00 mg,278.00 mg,0.8 mcg,0.63 mg,3.04 g,0.161 g,0.146 g,0.356 g,0.035 g,0.405 g,0.098 g,0.061 g,0,0.116 g,0.178 g,0.163 g,0.043 g,0.108 g,0.131 g,0.159 g,0.110 g,0.040 g,0.066 g,0.153 g,6.28 g,3.3 g,0,0,0,0,0,0,0,0.31 g,0.049 g,0.029 g,0.137 g,0.00 mg,0,0.90 g,0,0,89.47 g
2381,"Waterchestnuts, raw, (matai), chinese",100 g,97,0.1g,,0,14.00 mg,36.2 mg,16.00 mcg,0.00 mcg,1.000 mg,0.479 mg,0.200 mg,0.140 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,0.00 mcg,0.328 mg,4.0 mg,0.00 IU,1.20 mg,1.20 mg,0.3 mcg,11.00 mg,0.326 mg,0.06 mg,22.00 mg,0.331 mg,63.00 mg,584.00 mg,0.7 mcg,0.50 mg,1.40 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.94 g,3.0 g,4.80 g,0,0,0,0,0,0,0.10 g,0.026 g,0.002 g,0.043 g,0.00 mg,0.0 g,1.10 g,0.00 mg,0.00 mg,73.46 g
2382,"Vegetables, unprepared, frozen, mixed",100 g,72,0.5g,0.1g,0,47.00 mg,0,29.00 mcg,0.00 mcg,1.252 mg,0.163 mg,0.085 mg,0.122 mg,5078.00 IU,254.00 mcg,0,0,0,0,0,0.00 mcg,0.096 mg,10.4 mg,0.00 IU,0,0,0,25.00 mg,0.093 mg,0.95 mg,24.00 mg,0.244 mg,59.00 mg,212.00 mg,0.4 mcg,0.45 mg,3.33 g,0.143 g,0.225 g,0.353 g,0.030 g,0.455 g,0.121 g,0.085 g,0,0.162 g,0.221 g,0.198 g,0.040 g,0.139 g,0.082 g,0.158 g,0.133 g,0.034 g,0.086 g,0.174 g,13.47 g,4.0 g,0,0,0,0,0,0,0,0.52 g,0.098 g,0.031 g,0.235 g,0.00 mg,0.0 g,0.60 g,0,0,82.08 g
2383,Ascidians (tunughnak) (Alaska Native),100 g,20,0.5g,0.1g,7mg,656.00 mg,0,0,0,0.000 mg,0,0.200 mg,0.000 mg,0.00 IU,0,0,0,0,0,0,0,0,0.0 mg,0,0,0,0,47.00 mg,0,3.30 mg,0,0,0,102.00 mg,0,0,3.80 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,0.50 g,0.100 g,0.120 g,0.200 g,7.00 mg,0,3.10 g,0,0,90.40 g
2384,"Potatoes, unprepared, frozen, o'brien",100 g,76,0.1g,,0,33.00 mg,0,8.00 mcg,0.00 mcg,1.129 mg,0.428 mg,0.045 mg,0.054 mg,148.00 IU,7.00 mcg,0,0,0,0,0,0.00 mcg,0.209 mg,11.3 mg,0.00 IU,0,0,0,13.00 mg,0.127 mg,1.03 mg,18.00 mg,0.119 mg,49.00 mg,249.00 mg,1.2 mcg,0.29 mg,1.83 g,0.057 g,0.091 g,0.421 g,0.025 g,0.302 g,0.056 g,0.039 g,0,0.073 g,0.107 g,0.108 g,0.028 g,0.078 g,0.066 g,0.078 g,0.065 g,0.028 g,0.065 g,0.098 g,17.47 g,1.9 g,0,0,0,0,0,0,0,0.14 g,0.032 g,0.006 g,0.061 g,0,0,0.60 g,0,0,79.97 g
2385,"Ground turkey, raw, 15% fat, 85% lean",100 g,180,13g,3.4g,78mg,54.00 mg,51.6 mg,6.00 mcg,0.00 mcg,5.075 mg,1.100 mg,0.177 mg,0.067 mg,101.00 IU,30.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0,1.30 mcg,0.485 mg,0.0 mg,14.00 IU,0.08 mg,0.08 mg,0.0 mcg,33.00 mg,0.123 mg,1.32 mg,19.00 mg,0.009 mg,179.00 mg,202.00 mg,24.6 mcg,2.75 mg,16.90 g,1.053 g,1.227 g,1.633 g,0.179 g,2.706 g,0.925 g,0.501 g,0.200 g,0.757 g,1.396 g,1.512 g,0.497 g,0.659 g,0.748 g,0.718 g,0.776 g,0.192 g,0.599 g,0.783 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,12.54 g,3.414 g,4.551 g,3.485 g,78.00 mg,0.0 g,0.96 g,0.00 mg,0.00 mg,69.74 g
2386,"Seeds, dried, watermelon seed kernels",100 g,557,47g,9.8g,0,99.00 mg,0,58.00 mcg,0.00 mcg,3.550 mg,0.346 mg,0.145 mg,0.190 mg,0.00 IU,0.00 mcg,0,0,0,0,0,0.00 mcg,0.089 mg,0.0 mg,0.00 IU,0,0,0,54.00 mg,0.686 mg,7.28 mg,515.00 mg,1.614 mg,755.00 mg,648.00 mg,0,10.24 mg,28.33 g,1.492 g,4.897 g,2.764 g,0.438 g,5.699 g,1.663 g,0.775 g,0,1.342 g,2.149 g,0.887 g,0.834 g,2.031 g,1.251 g,1.508 g,1.112 g,0.390 g,1.016 g,1.556 g,15.31 g,0,0,0,0,0,0,0,0,47.37 g,9.779 g,7.407 g,28.094 g,0.00 mg,0,3.94 g,0,0,5.05 g
